HABER;ETİKET
17 ve 18 Eylül'de, Hizbullah'a ait binlerce çağrı cihazı ve yüzlerce telsiz eş zamanlı olarak patlatıldı. Lübnan hükümetine göre saldırılarda en az 12'si sivil 42 kişi öldü, en az 4 bin kişi de yaralandı.;1
İsrail, 27 Eylül'de ise bu kez Hizbullah lideri Hasan Nasrallah'ı başkent Beyrut'un güneyindeki Dahiye mahallesinde düzenlediği hava saldırılarında öldürdü.;1
"30 Ağustos Zafer Bayramı'nda yapılan Kara Harp Okulu mezuniyet töreninde mezun olan öğrencilerin bazılarının kılıçlarını havaya kaldırarak hep bir ağızdan ""Mustafa Kemal'in askerleriyiz"" demesi sonrası tartışmalar yaşandı.";1
21 Ağustos'ta Diyarbakır 'da kaybolan 8 yaşındaki Narin Güran'ın cesedinin 8 Eylül'de buluması ve Narin'in bir cinayete kurban gittiği ortaya çıktı.;1
23 Eylül'de İstanbul Ümraniye'de polis memuru Şeyda Yılmaz'ın motorsiklet hırsızlığı suçundan aranan 19 yaşındaki Yunus Emre Geçti tarafından vurularak öldürüldü.;1
"Eylül ayında ayrıca Dışişleri Bakanı Hakan Fidan, Türkiye'nin BRICS üyeliğine ilgisini ifade etti. Fidan, ""Avrupa Birliği ile bizim ekonomik entegrasyonumuz üyelikle taçlansaydı, belki biz birçok konuda bu türden bir arayış (BRICS üyeliği) içerisinde olmayacaktık"" dedi.";1
Galatasaray, Napoli'nin Nijeryalı golcüsü Viktor Osimhen'i bir sezonluğuna kiralayarak sansasyonel bir transfere imza attı. Osimhen, Google'ın verilerine göre EURO 2024, Narin, Türkiye maçı ve Olimpiyatlar ile birlikte Türkiye'de 2024'te en çok aranan beş kelime/ifadeden biri olacaktı.;1
Ekim, Türkiye'de arka arkaya önemli gelişmelerin yaşandığı bir ay oldu. BBC Türkçe'nin internet sitesini Ekim ayında yaklaşık 7,4 milyon kişi ziyaret etti.;1
"1 Ekim'de TBMM'de DEM Parti eş başkanlarıyla ve milletvekilleriyle tokalaştı, 22 Ekim'deki konuşmasında ise PKK lideri Abdullah Öcalan'a örgütü lağvetmesi ve ""Umut Hakkı""ndan yarararlanarak TBMM'de DEM Parti Meclis Grubu'nda konuşması çağrısı yaptı.";1
Ekim ayında ayrıca Türkiye'nin 15 Temmuz 2016'daki darbe girişiminin sorumlusu olduğu gerekçesiyle ABD'den iadesini istediği Fethullah Gülen 83 yaşında öldü.;1
23 Ekim'de Ankara'da bulunan Türk Havacılık ve Uzay Sanayii AŞ (TUSAŞ) tesislerinde düzenlenen saldırıda, saldırganların bindiği taksinin şoförü dahil 5 kişi hayatını kaybetti, 22 kişi yaralandı. İki saldırgan öldürüldü, saldırıyı PKK üstlendi.;1
İstanbul'da 4 Ekim'de İkbal Uzuner ve Ayşenur Halil adlı 19 yaşındaki iki kadın, Semih Çelik adlı erkek tarafından vahşice öldürüldü. Çelik önce Eyüpsultan'da kendisinin yaşadığı evde Uzuner'i kısa süre sonra da Fatih'teki Edirnekapı Surları'nda Halil'i hedef aldı. Cinayetlerden sonra ise kendini öldürdü.;1
ABD'de 5 Kasım'da yapılan seçimlerde, Cumhuriyetçi Parti'nin adayı Donald Trump, Demokrat rakibi Başkan Yardımcısı Kamala Harris'i yenerek yeniden başkan seçildi.;1
"Türkiye'de ise Kasım ayında Mahmut Arıkan Saadet Partisi Genel Başkanı seçildi, Arama Kurtarma Derneği'nin (AKUT) eski başkanı Nasuh Mahruki, sosyal medyada ""halkı yanıltıcı bilgiyi alenen yaydığı"" gerekçesiyle başlatılan soruşturma kapsamında tutuklandı. Tahliye edilen Mahruki hakkındaki davanın ilk duruşması 26 Aralık'ta görülecek.";1
Heyet Tahrir eş-Şam öncülüğündeki muhalif grupların Humus'u almaları, ardından 8 Aralık'ta başkent Şam'a da girmesiyle Esad yönetimi çöktü.;1
Suriye Devlet Başkanı Beşar Esad, ülkesinden ayrılarak Rusya'ya kaçtı. Kremlin, Esad'ın sığınma başvurusunu kabul etti.;1
"Erdoğan Türkiye'nin Suriye'de daima barış, adalet ve diyalogdan yana olduğunu vurguladı; Suriyelilerin ülkelerine gönüllü dönüş sürecini destekleyeceklerini söyledi.";1
Pakistan'da başta başkent İslamabad olmak üzere ülkenin çeşitli bölgelerinde halkın çoğu maske takmıyor, el dezenfektanı kullanmıyor ve sosyal mesafe kurallarına uymuyor.;1
Sağlık Bakanlığı ve TÜİK tarafından rastgele belirlenen adreslere giden ekipler, kişilere, onaylarını alarak PCR olarak adlandırılan Kovid-19 testi yapıp kandaki antikor düzeyini kontrol edecek.;1
"Hindistan'da Kovid-19 salgınının yayılmasını önlemek için uygulanan sokağa çıkma yasağı nedeniyle Tripura eyaletinde mahsur kalan bir çift, yeni doğan bebeklerine ""tecrit"" anlamına gelen ""lockdown"" ismini verdi.";1
"Kıyı Emniyeti Genel Müdürlüğü, İstanbul Boğazı'ndan geçen ""Ocean Corona"" adlı gemiye kılavuzluk hizmeti verirken, ""EvdeKalTürkiye"" çağrısında bulundu.";1
Bundesliga takımlarından Bayern Münih'in Polonyalı golcüsü Robert Lewandowski, yeni tip koronavirüs (Kovid-19) salgınıyla mücadele edilmesi amacıyla 1 milyon avro bağışladı.;1
Sarp Sını Kapısı'nda koronavirüse karşı önlemler alındı.;1
Enfeksiyon Hastalıkları Uzmanı Prof. Dr. Gündeş, koronavirüsle ilgili kişisel hijyen uyarısında bulunarak, özellikle el yıkama konusunda özen gösterilmesi gerektiğinin altını çizdi.;1
Avrupa Birliği, Çin'de ortaya çıkan yeni tip koronavirüs salgınını görüşmek için sağlık güvenliği komitesini toplayacağını duyurdu.;1
ABD merkezli yatırım bankası Goldman Sachs’ın “Küresel Ekonomi Raporu”nda ekonomist Jim O’Neill tarafından ortaya atılan “BRIC” kavramı, 21. yüzyılda dünya ekonomisinde etkili olacak ve ekonomik güç dengesini değiştirebilecek kapasiteye sahip hızlı büyüyen ekonomilerin tanımlaması yoluyla ortaya çıktı. O’Neill’a göre dünya üretiminin ve nüfusunun büyük bir kısmına sahip bu dört ülke, gelecekteki 10 yılda dünya ekonomisinde etkili olacaktı. O’Neill bu beklentileri doğrultusunda uluslararası politika yapıcı forumlarının yeniden düzenlenmesi ve özellikle G7'nin BRIC temsilcilerini de kapsayacak şekilde düzenlenmesi gerektiğini öne sürdü.;1
2006 yılında dört ülke New York’ta düzenlenen BM Genel Kurulu'nun Genel Müzakereleri sırasında dışişleri bakanlarının temasları ile başlayan düzenli bir gayriresmi diplomatik koordinasyon başlattı. Bu başarılı etkileşim, devam eden yıllarda diyaloğun yıllık zirvelerde devlet ve hükümet başkanları düzeyinde yürütülmesi kararına yol açtı. ;1
"Güney Afrika'nın 2010 yılında BRICS'e katılım isteği, ülkenin küresel düzeydeki rolünü artırma ve ekonomik kalkınma hedeflerine ulaşma stratejisi çerçevesinde atılmış bir adımdı. 2010 yılının sonunda Çin’in daveti ve diğer BRIC üyelerinin de onaylaması ile Güney Afrika, BRICS'in tek Afrika üyesi oldu. Güney Afrika; Brezilya, Rusya, Hindistan ve Çin gibi büyük gelişmekte olan ekonomilerle iş birliği yaparak ticaret ve yatırım olanaklarını genişletmeyi amaçladı. Bu katılım, Güney Afrika'nın çok taraflı diplomasiye olan bağlılığı ve kıtasal liderlik rolünü pekiştirme amacı da taşımaktaydı. 24 Aralık 2010’da tam üye olarak kabul edilen Güney Afrika, 2011 yılında Çin’de gerçekleşen BRICS Zirvesi’ne devlet başkanı seviyesinde katılım gösterdi. ";1
012 yılında BRICS üyeleri, IMF’nin borç verme kapasitesini artırmak amacıyla fona 75 milyar $ kredi taahhüt etti. Ancak bu kredinin onayı IMF karar alma mekanizmasında bürokratik engellere takıldı. Bunun üzerine 2013 yılındaki BRICS Zirvesi’nde kriz durumlarına karşı ortak bir fon oluşturma kararı alındı. Bu kararın takibinde IMF ve Dünya Bankası gibi “Batı” merkezli kuruluşlara alternatif olabilecek, 2014 yılına kadar açılması planlanan “Yeni Kalkınma Bankası” kurulması kararlaştırıldı. ;1
2013 yılındaki BRICS Zirvesi’nde Çin’den 41 milyar $, Brezilya, Hindistan ve Rusya’nın her birinden 18 milyar $ ve Güney Afrika’dan 5 milyar $ miktarlarında ortak havuza bağış yapılması taahhüt edildi. Temmuz 2014'te düzenlenen altıncı zirvede BRICS, 100 milyar $ değerinde Yeni Kalkınma Bankası'nın kurulmasını ve 100 milyar $ değerinde bir rezerv para havuzunun kurulmasını öngören belgeyi imzaladı.;1
Güney Afrika’nın katılımından sonra ekonomik işbirliğinin yanında başta uluslararası politika olmak üzere istatistik, haberleşme, tarım, gençlik ve kültür alanlarında da işbirliği yapıldı. 2023 yılında devam eden Ukrayna savaşından dolayı Uluslararası Ceza Mahkemesi tarafından tutuklama kararı olmasına rağmen Putin’in Güney Afrika’da düzenlenen BRICS Zirvesi’ne katılması halinde diplomatik dokunulmazlık verileceği duyuruldu. Bu gelişmeler, mevcut uluslararası hiyerarşide etkili olan kuruluşlara karşı BRICS’in işbirliği seviyesini gösterir nitelikte. ;1
Ağustos 2023’te gerçekleşen zirvede Güney Afrika lideri Ramaphosa, büyüyen 6 ekonomiyi BRICS’e davet etti. Davet edilen ülkelerden Mısır, Etiyopya, İran ve Birleşik Arap Emirlikleri daveti onaylayarak 1 Ocak 2024 itibariyle BRICS üye ülkeleri arasında yerini aldı. Suudi Arabistan, BRICS’e katılım davetine henüz olumlu veya olumsuz bir yanıt vermedi. Organizasyona katılması beklenen Arjantin ise 2023 Kasım’daki genel seçimlerden sonra iktidara gelen Javier Milei’nin üyelik müzakerelerini sonlandırması üzerine BRICS üyeliğinden çekildi.;1
Türkiye’nin %34’ünün İstanbul Boğazı’nın altında 17 trilyon dolar değerinde kontoryum elementi olduğuna ve dış güçlerin çıkartmaya izin vermediğine inandığı iddia edildi.;1
Meyvelerin üzerine yapıştırılan çıkartmalardaki kodların böcek ilacı kullanımı, organik üretim veya genetiği değiştirilmiş olup olmadığını göstermektedir.;1
, Arap ülkelerinin %99’u Müslüman olan Kuzey Kıbrıs Türk Cumhuriyeti’ni tanımazken %99’u Hıristiyan olan Güney Kıbrıs Rum Kesimi’ni tanıdı.;1
İsrail Başbakanı Binyamin Netanyahu'nun “Hitler Yahudileri yok etmek istemedi. Bir Müslüman onu bunu yapmaya ikna etti” ifadelerini kullandığı bir açıklama yaptı.;1
İsviçre Federal Gıda Güvenliği ve Veterinerlik İşleri Dairesi'nin Beypazarı marka maden sularında aşırı seviyede bor tespit edildiği için satıştan çekti.;1
 Çernobil Yasak Bölgesi’nde yaşayan kurtların genetik açıdan bağışıklık sistemlerini mutasyona uğradığını ve kansere karşı belirli oranda direnç geliştirdikleri bulgulanmış.;1
Coca Cola’nın satış hacmi Türkiye’de 2023’ün son çeyreğinde %21,8, yıllık bazda ise % 5,1 azalmış.;1
 Türkiye'den İtalya ve Fransa'ya gönderilen kuru incirlerde yüksek oranda aflatoksin tespit edildiğinden bu ürünlerin Türkiye'ye geri gönderildi.;1
Tedavüle girdiği tarihten bu yana 200 TL'lik banknotta 120 ABD doları kayıp yaşandı.;1
Almanya'da evsizlerin barınması için uyku kapsülleri kuruldu.;1
Devlet Malzeme Ofisi'nin piyasa değeri yaklaşık 10 milyon TL olan Mercedes Benz’in S 400 D 4matic L Inspiration almak için ihaleye çıktı.;1
Fas’tan Türkiye’ye gelen uçağın Barselona’da acil iniş yapması sonucu 28 kişinin kaçtı.;1
Ali Babacan'ın “KYK Kredileri ve bursları 850 liradan 1.250 liraya yükseltilmedi. Aylık 147 dolardan 67 dolara düşürüldü.” dediği iddiası doğru.;1
Ukrayna’da askeri geçmişi olan hükümlülerin cezaevinden çıkartılacak.;1
ABD başkanlarının görevleri boyunca ve sonrasında halka açık alanlarda araba kullanamamaktadırlar.;1
Eski ABD Başkanı Jimmy Carter, 100 yaşında hayatını kaybetti.;1
Mısır Çevre Bakanlığı, Kızıldeniz'de köpek balığı saldırısı sonucu bir kişinin öldüğünü bir kişinin yaralandığını duyurdu.;1
Biden'ın 27 Haziran'daki kötü tartışma performansının ardından Demokratlar arasında yarıştan çekilmesi yönündeki çağrılar giderek arttı ve Biden sonunda 21 Temmuz'da yarıştan çekildiğini açıkladı.;1
"Şara, ""Suriye'de seçim yapılması 4 yılı bulabilir."" ifadelerini kullandı.";1
"Suriye'nin Rusya ile stratejik çıkarları olduğunu belirten Şara, ""Rusya'nın
Suriye ile ilişkilerine yakışmayan bir şekilde ayrılmasını istemiyoruz."" ifadelerini kullandı.";1
ABD'de evsizlerin oranı 2024'te yüzde 18 artarak son yılların en büyük yıllık artışını kaydetti. Konut krizi, yüksek enflasyon ve sistematik eşitsizlikler, evsizlik oranındaki bu rekor artışta etkili oldu.;1
Suudi Arabistan'ın Yemen hükümetine toplam 500 milyon dolar destek vereceği belirtildi.;1
ABD'de insana bulaşan kuş gribi virüsünde ilk kez mutasyon görüldü. Virüsün Evcil kedilere de bulaştığı tespit edilirken, uzmanlar evcil hayvanları virüsten koruma yollarını da açıkladı;1
Kanada'nın St. John's kentinden Halifax kentine gitmek üzere yola çıkan uçağın sol tarafının, Halifax Uluslararası Havalimanı'na inişi sırasında alev aldığı belirtildi.;1
"Kosovalı yetkililer, ülkede ilk ""maymun çiçeği"" olarak bilinen M çiçeği virüsü vakasının tespit edildiğini duyurdu.";1
Akciğer kanseri, dünya genelinde en sık görülen ikinci kanser türü. Akciğer kanserinde erken teşhis hayati önem taşıyor. Bu nedenle vücudu iyi gözlemlemek gerekiyor. Uzmanlara göre, akciğer kanserinin ilk belirtisi sabah uyandıktan sonra ortaya çıkıyor.;1
Çinli hackerların ABD saldırısı sürüyor: Beyaz Saray, bir Amerikan telekom firmasının daha hedef alındığını açıkladı.;1
"ABD Hava Kuvvetleri'ne ait bir meteoroloji uydusunun yörüngede 50 parçaya bölünmesi, uzayda artan çarpışmaların ve ""Kessler Sendromu"" riski konusunda endişeleri daha da derinleştirdi.";1
Son yıllarda uzaya yapılan fırlatmalar arttı ve uzay çöplüğünün boyutu hızla büyüdü. 2008-2017 yılları arasında yılda ortalama 82 fırlatma yapılırken, 2018’den sonra bu sayı 133’e çıktı.;1
SpaceX’in Starlink projeleri gibi büyük uydu ağları, bu sorunun daha da derinleşmesine yol açıyor. Şu anda, alçak Dünya yörüngesinde günde yaklaşık bin çarpışma uyarısı yayınlanıyor. Uzmanlar, uzay çöplüğünün artmasıyla Kessler Sendromu'nun gerçekleşme ihtimalinin yükseldiğine dikkat çekiyor.;1
"Çorum'un İskilip ilçesinde üzerinde ""Doğum günün kutlu olsun kuzen, mutlu yıllar"" yazılı bez bebeğin içerisinde 14 gram uyuşturucu çıktı. Olayla ilgili 8 kişi gözaltına alındı.";1
Elektrikli otomobillere geçişte kritik önemdeki şarj istasyonları sektörü, yeni yatırımlarla bu dönüşümün yolunu açmayı ve 2030 yılında Türkiye'de 1 milyon 300 bin aracın ihtiyacını karşılamayı hedefliyor.;1
Silahlı insansız hava aracı (SİHA) Bayraktar TB2, mini akıllı seyir füzesi Bayraktar KEMANKEŞ 1 ile başarılı atış testi gerçekleştirdi.;1
"Müşteri Deneyimi Yönetimi ve Teknolojileri Derneğinin (MDYD) ""Müşteri Deneyimi Yönetimi Araştırması""na göre, yapay zeka ve dijital dönüşüm odaklı iş modellerine geçiş, şirketlere rekabette avantaj sağlamak için kritik yol haritası sunacak.";1
"ABD Ulusal Havacılık ve Uzay Ajansı (NASA) tarafından Güneş'i daha yakından incelemek için geliştirilen ""Parker Solar Probe"" uzay keşif aracı, hem yıldıza en yakın konuma başarıyla ulaştı hem de kendi hız rekorunu kırarak tarihe geçti.";1
"Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, ""Türksat 6A ile Türkiye, haberleşme uydusu geliştirebilen 11 ülke arasına dahil oldu ve ülkemizin uzay alanındaki bağımsızlığı daha da güçlendi."" ifadesini kullandı.";1
Dijitalleşme, inovasyon ve teknoloji sektörlerinin dünyadaki öncü şirketleri Türkiye'de yatırım yaparken, bu kapsamda otomotivden bilişime kadar birçok sektörde yenilikçi ürünler geliştirmek için AR-GE merkezleri kuruluyor.;1
İstanbul Teknik Üniversitesi Afet Yönetimi Enstitüsü Öğretim Üyesi Doç. Dr. Ömer Ekmekcioğlu, yapay zeka destekli karar mekanizması ile Türkiye'nin ilçe bazlı sel risk haritasını oluşturmak istediklerini belirtti.;1
"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, ""Türksat 6A'yı test süreçlerini tamamlayarak 2025'in ilk çeyreğinde hizmete vereceğiz."" ifadesini kullandı.";1
Avrupa Birliği'nde (AB), yarından itibaren yeni akıllı telefon, tablet ve kamera gibi elektronik cihazlarda USB-C şarj girişi zorunlu hale gelecek.;1
Yapay zeka sohbet robotu ChatGPT'nin geliştiricisi OpenAI, mevcut yapısının getirdiği kısıtlamaları hafifletmek için, kar amacı güden kuruluşunu gelecek yıl kamu yararına şirket⁠ yapısına dönüştürmeyi planladığını bildirdi.;1
İtalya İşletmeler ve Made in Italy Bakanlığının Baykar'a satışına onay verdiği İtalyan havacılık devi Piaggio Aerospace, 140 yıllık köklü geçmişiyle havacılık sektöründe faaliyet﻿ gösteriyor.;1
"Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, İtalyan havacılık firması Piaggio Aerospace'in Baykar tarafından satın alınmasına ilişkin, ""Türk havacılığının ve Baykar'ın küresel ligde eriştiği başarı seviyesinin göstergesi."" ifadesini kullandı.";1
Çekişmeli bir sürece sahne olan ihaleyi farklı ülkelerden teklif veren rakiplerini geride bırakarak kazanan Baykar, İtalyan havacılık devi Piaggio Aerospace’in yeni sahibi olacak.;1
Sivas Bilim ve Teknoloji Üniversitesi Mühendislik ve Doğa Bilimleri Fakültesi Hızlı Katılaştırma Laboratuvarı'nda, elektromanyetik kalkanlama (zırhlama) ve radar emme özelliğine sahip endüstriyel boya üretildi.;1
İzmir Biyotıp ve Genom Merkezi'nde kanser ve ilaç araştırmalarındaki hücre çalışmalarında daha önce ayrı ayrı yapılan örnek hazırlama ve hücre gelişim takibi işlemlerini tek platformda birleştiren robot yapıldı;1
Sosyal medya kullanımının kısıtlanmasıyla ilgili yasal bir adım atılmayan ancak bunun tartışmalarının sürdüğü İsviçre'de, çocukların dijital mecraları kullanırken karşılaşabileceği riskleri önlemede ebeveyn denetiminin etkili olacağı belirtiliyor.;1
Küresel çip ve yarı iletken sektörünün 2024’te kaydettiği güçlü büyümenin, yapay zeka ve 5G gibi alanlardaki gelişmelerle gelecek yıl da devam etmesi öngörülüyor.;1
Casper Operasyondan Sorumlu Genel Müdür Yardımcısı Feray Karaman, bilgisayarda yerli üretimin, yerel teknolojik bilgi birikiminin gelişmesine vesile olduğunu ve mühendislik bilgi birikiminin Türkiye'de kalmasını sağladığını söyledi.;1
ABD Havacılık ve Uzay Ajansının (NASA) James Webb Uzay Teleskobu (JWST), fırlatıldığı günden bu yana bilim dünyasını evrenin ilk dönemlerine dair aydınlatan bulgulara imza attı.;1
"TEKNOFEST Robolig Yarışması bu yıl KKTC’de ""Robolig Mavi Vatan"" temasıyla ortaokul ve lise öğrencilerine robotik, elektronik ve kodlama dünyasının kapılarını aralıyor.";1
İran Meclisi Kültür İşleri Komisyonu üyesi Hasan Ali Ahlaki, ülkesinde WhatsApp ve Google Play'a yeniden erişime açılma izninin, kullanıcıların paylaşımlarına İran'daki ilgili birimlerin ulaşması şartıyla verildiğini söyledi.;1
Savunma sanayisinde gelişen yetenekleri sivil alanda çözümlere dönüştüren INFINIA, taşınabilir siber güvenlik cihazı, uzay merkezi, insansız banka şubesi ve ultrasonik tekne altı temizleme cihazı ile 2025 yılında ihracat başarılarına imza atacak.;1
"İtalya'da gerçekleştirilen robot olimpiyatlarında ""çizgi izleyen"" kategorisinde dünya şampiyonu olan Kahramanmaraşlı depremzede öğrencilerin yeni hedefi, tüm kategorilerde şampiyon olmak.";1
Bilim insanları, 2024'te de Türkiye'nin ilk astronotu Alper Gezeravcı'nın uzay yolculuğunu tamamlaması, Mars'ta olası eski yaşam belirtileri bulunması, insan beyninin en net görüntüsünün elde edilmesi gibi yeni keşif, yenilik ve atılımlara imza attı.;1
Cumhurbaşkanlığı Yatırım Ofisi Başkan Yardımcısı Bekir Polat, Türkiye'nin genç ve dinamik nüfusuyla uluslararası yatırımlar için cazibe merkezine dönüştüğünü belirtti.;1
Ege Üniversitesi Fen Fakültesi Biyoloji Bölümü Öğretim Üyesi Doç. Dr. Rengin Özgür Uzilday'ın yürütücülüğündeki TÜBİTAK tarafından desteklenen projeyle, Ay ve Mars'ta kurulacak insanlı uzay kolonilerinde bitkisel üretim hedefleniyor.;1
Türkiye Uzay Ajansının (TUA), uydu, fırlatma araç ve sistemleri, hava araçları, simülatörler, uzay platformları dahil, uzay ve havacılıkla ilgili her türlü ürünün geliştirilebilmesi amacıyla yurt içi ve dışında şirketleşebilmesinin önü açıldı.;1
Britanya’da akran zorbalığıyla ilgili çalışmalar yürüten Bullies Out Vakfı Başkanı Linda James, insanlara sanal dünyayı tanımadan önce gerçek dünyayı tanıma şansı verilmesi ve sosyal medya kullanım yaşının yükseltilmesi gerektiğini söyledi.;1
Türkiye Bilimler Akademisi (TÜBA), çeşitli pozisyonlarda görevlendirmek üzere 11 personel alacak.;1
ABD yönetimi, otomobiller, ev eşyaları ve savunma sistemleri gibi çeşitli alanlarda kullanılan eski tip Çin yarı iletkenlerine yönelik soruşturma başlattığını bildirdi.;1
Bursa'nın Kestel ilçesinde 12 lise öğrencisi tarafından TEKNOFEST Havacılık, Uzay ve Teknoloji Festivali için tasarlanıp üretilen, geliştirme çalışmaları devam eden mini insansız su altı aracı, test sürüşlerinde başarılı oldu.;1
Elon Musk, sahibi olduğu SpaceX'in uydu internet sistemi Starlink'in Kosova'da mevcut olduğunu duyurdu.;1
Nevşehir Hacı Bektaş Veli Üniversitesi (NEVÜ) akademisyenlerinin, su havzalarını ve içerisinde yaşayan canlı türlerini inceleyerek elde ettikleri dijital verilerle hazırladığı indeks, TÜRKPATENT tarafından tescillendi.;1
İngiliz araştırmacılar, Almanya'da 1930'larda bulunan insan kemiklerinin Avrupa'daki modern insanın ilk temsilcileri olduğunu ortaya çıkarırken, bu grubun hem neandertallerle karıştığını hem de zamanla soyunun tükendiğini belirledi.;1
Güney Kore, SpaceX tarafından üretilen Falcon 9 roketinin taşıdığı üçüncü casus uydusunun başarıyla uzaya gönderildiğini duyurdu.;1
Çin, iletişim teknolojisi testlerinde kullanılacak bir uyduyu uzaya gönderdi.;1
Geçmişte olduğunun aksine günümüzde ABD'nin satın alma yoluyla toprak elde etmesi zor gözüküyor. Günümüzde birçok devlet de doğal kaynakları çıkarabilecek teknolojiye sahip ve egemenlik alanlarından vazgeçmek istemiyor.;1
Batı'daki hükümetlerin sağa kayması İsrail'in soykırım ve yayılmacılığının devamına karşı sivil toplum muhalefetini bastıracak gibi görünüyor.;1
Türkiye ve Arap ülkelerinin Suriye’nin yeni döneminde kuracağı ortaklık, bölgenin yeniden inşası ve uluslararası sisteme entegrasyonu açısından hayati bir öneme sahiptir.;1
"Üretken yapay zeka sistemlerini verimliliği artırmak veya işleri hızlandırmak için kullanırken, tıpkı geleneksel içerik üretiminde yapıldığı gibi doğruluk, güncellik ve bağlam denetimlerini ""insanların"" gerçekleştirmesi önemlidir";1
Rusya yanlısı olmakla suçlanan Kavelaşvili'nin cumhurbaşkanlığı görevini devralma süreci ve Zurabişvili'nin duruma yönelik tutumu, Gürcistan'daki kutuplaşmanın en üst düzeyde de kendini gösterdiğini ortaya koyuyor.;1
"""Beyin çürümesi"" düşük kaliteli, basit, düşünsel çaba gerektirmeyen dijital içeriklerin bilinçsiz bir şekilde ve aşırı derecede tüketilmesi sonucunda zihinsel sağlığın ve becerilerin olumsuz etkilenmesi olarak tanımlanıyor.";1
Esed, Suriye üzerindeki etkisini yitirdiği ve uluslararası toplumda izolasyonunun arttığı bir dönemde, Moskova için stratejik bir araç olmaktan çok bireysel bir yük haline gelme potansiyeli taşıyor.;1
Volkswagen ve Audi’nin bazı fabrikalarını kapatma kararı Alman otomotiv sanayisinin içinde bulunduğu krizin ne derecede derinleştiğini gösteriyor.;1
23 Şubat'a kadar sürecek kampanyalarda Almanya’da ilk kez dört şansölye adayının seçim çalışmalarına şahit olunacak.;1
İran’ın tehdit ettiği gibi Nükleer Silahların Yayılmasını Önleme Anlaşması'ndan (NPT) çıkması halinde, gergin küresel ve bölgesel gelişmeler İran’ın nükleer tesislerine yönelik yeni bir askeri müdahaleyi gündeme getirebilir.;1
On yılı aşkın bir süredir Türkiye’de yaşayan insanlara içinde bulunduğu ortam ve şartların farklı olabileceği gerçeğiyle yaklaşılmalı. Mevzuat bu insani durumlardaki çeşitliliğe uyarlanmalı ve geliştirilecek tüm politikalar hak temelli olmalı.;1
ABD, şiddet yanlısı militan grupla bir devletçik kurma yönündeki akılsızca planında yolun sonuna geldiğini kabul etmek zorunda kalacaktır.;1
Blinken'ın ziyareti, ABD'nin Türkiye ile Suriye'deki yeni dönem konusunda işbirliği arzusunu açıkça ortaya koysa da, Türkiye'nin elinin her zamankinden daha güçlü olduğu bir dönemde bu işbirliğinin koşullarını Türkiye belirleyecek gibi görünüyor.;1
Suriye Geçici Hükümeti, HTŞ ve diğer guruplar arasında geçiş sürecinde oluşacak konsensüs, yeniden inşa sürecinin en kritik konusu olacak.;1
1947’den itibaren izlenen çizgiyi ve 8 Ekim 2023’ten bu yana Batı dünyasının benimsediği politikaları üst üste koyduğumuzda, Netanyahu ya da İsrail’i izole edecek topyekun bir uluslararası siyasetten söz etmek hala mümkün değil.;1
Türkiye, COP29'da güçlü müzakere pozisyonu ve aktif katılımıyla hem kendi ihtiyaçlarını hem de küresel iklim hedeflerini destekleyen bir rol oynadı.;1
Netanyahu’nun önümüzdeki süreçte haftanın 3 gününde ve günde yaklaşık 5-6 saat boyunca mahkemede bulunması bekleniyor.;1
Biden, Angola'yı özellikle enerji ve altyapı projeleri ile Batı odağında tedarik zincirlerinin önemli bir merkezi haline getirmeye çalışıyor. Angola’nın Çin’den ziyade Batı bloku ülkeleriyle işbirliğinde olması ABD açısından oldukça önemli.;1
Türkiye, Suriye krizi boyunca tarihin doğru tarafında yer alan nadir aktörlerden biri oldu. Uluslararası aktörler de Türkiye'yi bu değişimin en önemi kazananı olarak sunuyor.;1
Demokratikleşme süreciyle birlikte son 40 yıldır bu tür olağanüstü tedbirlerden uzak kalan bir ülkede sıkıyönetim kararı alınması hem Güney Kore halkını hem de uluslararası kamuoyunu büyük bir şaşkınlığa sürükledi.;1
İspanya Futbol Federasyonu Başkanı Rafael Louzan’ın sözleri ülkeyi karıştırdı.  Louzan'ın Real Madrid Başkanı Florentino Perez ile ilgili 'Kendimi Florentino Perez'e hizmet etmeye adadım.' sözleri İspanya'da gündem oldu.;1
"Cumhurbaşkanı ve AKP Genel Başkanı Recep Tayyip Erdoğan, ""Faizi kesinlikle indirmeye başlayacağız. 2025 yılı bunun işaret yılı olacaktır. Faiz inecek ki enflasyon da insin. Bu adımı atacağız."" açıklamasını yaptı. Erdoğan fahiş fiyatla mücadelede çözümü 'boykot' etmekte bulundu.";1
"EPDK yetkililerinden elde edinilen bilgilere göre, tüketicilerin korunması ve enerji piyasasında daha sürdürülebilir bir yapının oluşturulması amacıyla EPDK'nin son kurul toplantısında onaylanan ""Tüketici Hizmetleri Yönetmeliği"" ile yeni bir dönem başlıyor. Alınan kararla, kaçak elektrikle mücadelede daha etkin bir yapı oluşturulması hedefleniyor.";1
